start	end	text
4370000	4372000	die ihr in Schleifen
4372000	4374000	verwenden könnt.
4374000	4376000	Das Pass.
4376000	4378000	Pass könnt ihr sogar überall im Programm verwenden.
4378000	4380000	Und das ist einfach nur ein Lehrerkommand.
4380000	4382000	Das ist zum Beispiel ganz praktisch,
4382000	4384000	wenn ihr beim Coden seid
4384000	4386000	und ihr wisst, okay,
4390000	4392000	ich will dann IF machen,
4392000	4394000	aber ich bin mir noch nicht ganz sicher,
4394000	4396000	was ich reinschreiben will.
4396000	4398000	Schreibe einfach ein Pass rein
4398000	4400000	und dann meckert's Beifen nicht,
4400000	4402000	weil wenn ich das nicht mache,
4405000	4408000	dann sagt er mir, oh, da fehlt was.
4408000	4410000	Aber da auch, dass ich eben
4410000	4412000	ein leeres Statement verwendet habe,
4412000	4414000	da passiert nix.
4414000	4416000	Aber ich habe eben schon dieses IF definiert,
4416000	4418000	weil ich später schon weiß, okay,
4418000	4420000	da kommt dann diese Erzweigung
4420000	4422000	im Programm rein, also
4422000	4424000	schreibe ich mal das rein
4424000	4426000	und dann später programmiere ich
4426000	4428000	den Rest des Codes aus,
4428000	4430000	da habe ich mal ein Pass rein.
4430000	4432000	Das Break und das Continue
4432000	4434000	ist nur ein Schleifen vor.
4434000	4436000	Das Break, das bricht die Schleife ab.
4436000	4438000	Zum Beispiel, ihr habt ein IF Statement erreicht,
4438000	4440000	also wo ihr sagt, okay,
4440000	4442000	ich bin jetzt ganz zufrieden
4442000	4444000	mit dem, was ich da gemacht habe.
4444000	4446000	Ich brauche den Rest der Schleife nicht mehr.
4446000	4448000	Break, also
4448000	4450000	abbrechen,
4450000	4452000	gehe ich aus der Schleife raus.
4452000	4454000	Continue ist so,
4456000	4458000	stellt ihr vor, seit ihr gerade
4458000	4460000	in der Schleife drin,
4460000	4462000	da wird gerade was berechnet.
4462000	4464000	Und da kommt jetzt auf ein Zwischenergebnis,
4464000	4466000	mit dem ihr auch wieder zufrieden seid.
4466000	4468000	Aber ihr möcht noch die
4468000	4470000	alle anderen Ergebnisse ausrechnen
4470000	4472000	in dieser Liste, die ihr damit
4472000	4474000	in der Schleife durchgeht.
4474000	4476000	Dann mache ich einfach Continue.
4476000	4478000	Das heißt,
4478000	4480000	der restliche Code
4480000	4482000	in der Schleife wird nicht mehr ausgeführt
4482000	4484000	und ich springe zum nächsten Element.
4486000	4488000	Also damit, das ist einfach wie ein
4488000	4490000	Element
4490000	4492000	und das Break ist wie
4492000	4494000	ich breche die Schleife komplett ab.
4494000	4496000	Die zwei kann man nicht in der IF Anweisung
4496000	4498000	verwenden, weil
4498000	4500000	das macht eigentlich wenig Sinn.
4500000	4502000	Genau.
4502000	4504000	Ja.
4504000	4506000	Das wäre es eigentlich eh schon
4506000	4508000	von diesem Teil der Vorlesung.
4508000	4510000	Gibt es da eigentlich noch Fragen,
4510000	4512000	ob es noch nicht ganz verstanden,
4512000	4514000	soll ich noch mal was wiederholen?
4514000	4516000	Ja.
4516000	4518000	Genau.
4518000	4520000	Also ich habe die Beifendertei
4520000	4522000	von gestern noch nicht hochgeladen.
4522000	4524000	Ich werde einfach die Beifendertei
4524000	4526000	kombinieren von heute
4526000	4528000	und gestern
4528000	4530000	und werde das dann heute Nachmittag
4530000	4532000	hochladen.
4532000	4534000	Falls es sonst keine Fragen gibt,
4534000	4536000	falls noch jemand noch
4536000	4538000	nicht assignment0 abgegeben hat,
4538000	4540000	bitte abgeben
4540000	4542000	und ja, vielen Dank.
4546000	4548000	Vielen Dank.
